,Price,Area,Location,No. of Bedrooms,Lift Available,Car Parking
1318,14500000,900,Kandivali East,2,1,1
1319,14500000,1000,Kandivali East,2,1,1
1320,15500000,1000,Kandivali East,2,1,0
1321,8500000,525,Kandivali East,1,1,1
1322,16000000,1000,Kandivali East,2,1,1
1323,16500000,1090,Kandivali East,2,1,1
1324,13500000,860,Kandivali East,2,1,1
1325,15500000,1000,Kandivali East,2,1,1
1326,27500000,1750,Kandivali East,3,1,1
1327,16500000,1090,Kandivali East,2,1,1
1328,14500000,995,Kandivali East,2,1,1
1329,22500000,1655,Kandivali East,3,1,1
1330,21800000,1100,Kandivali East,3,1,1
1331,16000000,1000,Kandivali East,2,1,1
1332,8700000,525,Kandivali East,1,1,1
1333,9500000,515,Kandivali East,1,1,0
1334,19000000,1325,Kandivali East,3,0,0
1335,9000000,525,Kandivali East,1,1,1
1336,9500000,700,Kandivali East,1,1,1
1337,17200000,1250,Kandivali East,3,1,1
1338,12500000,745,Kandivali East,2,1,1
1339,6500000,465,Kandivali East,1,1,1
1340,11500000,780,Kandivali East,2,1,1
1341,6400000,365,Kandivali East,1,1,1
1342,23500000,1325,Kandivali East,3,1,0
1343,16399999,1065,Kandivali East,2,1,0
1344,17500000,1120,Kandivali East,2,1,1
1345,14000000,1000,Kandivali East,2,1,1
1346,9600000,515,Kandivali East,1,1,1
1347,10800000,550,Kandivali East,1,1,0
1348,17300000,845,Kandivali East,2,1,1
1349,21600000,1202,Kandivali East,3,1,1
1350,32700000,1763,Kandivali East,4,1,1
1351,34500000,2465,Kandivali East,3,1,1
1352,15500000,850,Kandivali East,2,1,0
1353,25500000,1750,Kandivali East,3,1,1
1354,27000000,1750,Kandivali East,3,1,1
1355,25000000,1750,Kandivali East,3,1,1
1356,16299999,1090,Kandivali East,2,1,1
1357,12500000,800,Kandivali East,2,1,1
1358,21500000,1200,Kandivali East,3,1,0
1359,21000000,1075,Kandivali East,2,0,0
1360,10500000,645,Kandivali East,1,1,0
1361,8500000,560,Kandivali East,1,1,0
1362,8500000,570,Kandivali East,1,1,0
1363,8000000,495,Kandivali East,1,1,0
1364,9000000,650,Kandivali East,1,1,0
1365,27500000,1350,Kandivali East,3,0,0
1366,11000000,729,Kandivali East,2,1,1
1367,7890000,534,Kandivali East,1,1,1
1368,7909999,553,Kandivali East,1,1,1
1369,7900000,564,Kandivali East,1,1,1
1370,11299999,744,Kandivali East,1,1,1
1371,5500000,393,Kandivali East,1,1,1
1372,11299999,728,Kandivali East,2,1,1
1373,7500000,553,Kandivali East,1,1,1
1374,7900000,565,Kandivali East,1,1,1
1375,7800000,450,Kandivali East,1,1,1
1376,7800000,450,Kandivali East,1,1,1
1377,5000000,300,Kandivali East,1,1,1
1378,5040000,300,Kandivali East,1,1,1
1379,17500000,1200,Kandivali East,3,1,0
1380,4700000,310,Kandivali East,1,1,1
1381,26000000,1350,Kandivali East,3,1,1
1382,36000000,1786,Kandivali East,3,1,1
1383,21000000,1050,Kandivali East,2,1,0
1384,25200000,1750,Kandivali East,3,1,1
1385,25600000,1750,Kandivali East,3,1,1
1386,15000000,1000,Kandivali East,2,1,1
1387,15500000,900,Kandivali East,2,1,0
1388,9400000,680,Kandivali East,2,1,1
1389,7500000,460,Kandivali East,1,1,1
1390,22000000,1655,Kandivali East,3,1,1
1391,34500000,2465,Kandivali East,4,1,1
1392,34000000,2365,Kandivali East,4,1,1
1393,14000000,1000,Kandivali East,2,1,1
1394,25000000,1600,Kandivali East,3,1,0
1395,6300000,365,Kandivali East,1,1,0
1396,8600000,575,Kandivali East,1,1,0
1397,9000000,535,Kandivali East,1,1,1
1398,12500000,765,Kandivali East,2,1,1
1399,18000000,1120,Kandivali East,2,1,1
1400,25000000,1750,Kandivali East,3,1,1
1401,9800000,660,Kandivali East,2,1,0
1402,29000000,1475,Kandivali East,3,1,1
1403,12500000,800,Kandivali West,2,1,1
1404,18000000,1500,Kandivali West,3,1,1
1405,13200000,1100,Kandivali West,2,1,1
1406,35300000,1962,Kandivali West,3,1,1
1407,25000000,1440,Kandivali West,3,1,1
1408,9000000,765,Kandivali West,1,1,1
1409,13700000,1056,Kandivali West,2,1,1
1410,15200000,1050,Kandivali West,2,1,1
1411,8800000,600,Kandivali West,1,1,1
1412,17500000,1500,Kandivali West,3,1,1
1413,26500000,1500,Kandivali West,3,1,1
1414,21000000,1129,Kandivali West,2,1,1
1415,16500000,839,Kandivali West,2,1,1
1416,8600000,650,Kandivali West,1,1,1
1417,12800000,913,Kandivali West,2,1,1
1418,8900000,562,Kandivali West,1,1,1
1419,14500000,791,Kandivali West,2,1,1
1420,19600000,1561,Kandivali West,3,1,1
1421,19900000,1550,Kandivali West,3,1,1
1422,40000000,2000,Kandivali West,4,1,1
1423,14200000,925,Kandivali West,2,1,1
1424,9500000,665,Kandivali West,1,1,1
1425,8500000,640,Kandivali West,1,0,0
1426,10200000,864,Kandivali West,2,1,0
1427,16500000,840,Kandivali West,2,1,0
1428,16500000,840,Kandivali West,2,0,0
1429,12000000,680,Kandivali West,2,1,1
1430,23600000,1242,Kandivali West,3,1,0
1431,16900000,888,Kandivali West,2,1,0
1432,16900000,888,Kandivali West,2,1,0
1433,10000000,650,Kandivali West,1,1,1
1434,22000000,1614,Kandivali West,3,0,0
1435,9800000,580,Kandivali West,1,1,0
1436,14500000,950,Kandivali West,2,1,0
1437,8400000,605,Kandivali West,1,0,0
1438,14000000,768,Kandivali West,2,1,1
1439,5200000,340,Kandivali West,1,1,0
1440,4100000,340,Kandivali West,1,0,0
1441,4100000,350,Kandivali West,1,1,0
1442,5200000,410,Kandivali West,1,0,0
1443,4200000,350,Kandivali West,1,1,0
1444,4100000,340,Kandivali West,1,1,0
1445,4200000,340,Kandivali West,1,1,0
1446,17500000,980,Kandivali West,2,0,0
1447,14000000,1050,Kandivali West,2,0,0
1448,14500000,950,Kandivali West,2,1,0
1449,20000000,1500,Kandivali West,3,1,1
1450,20000000,1450,Kandivali West,3,1,0
1451,10200000,720,Kandivali West,2,1,0
1452,5800000,405,Kandivali West,1,1,1
1453,6800000,565,Kandivali West,1,1,1
1454,20000000,1000,Kandivali West,2,0,0
1455,22000000,1150,Kandivali West,3,1,0
1456,9000000,520,Kandivali West,1,0,0
1457,18700000,980,Kandivali West,2,1,0
1458,14000000,1015,Kandivali West,2,1,0
1459,9000000,520,Kandivali West,1,1,0
1460,12500000,900,Kandivali West,2,1,0
1461,17900000,1400,Kandivali West,3,1,0
1462,12700000,1065,Kandivali West,2,1,0
1463,12000000,975,Kandivali West,2,0,0
1464,7000000,560,Kandivali West,1,0,0
1465,7000000,560,Kandivali West,1,1,0
1466,8500000,650,Kandivali West,1,0,0
1467,8500000,650,Kandivali West,1,1,0
1468,13700000,990,Kandivali West,2,0,0
1469,13700000,990,Kandivali West,2,1,0
1470,18800000,1450,Kandivali West,2,0,0
1471,18800000,1450,Kandivali West,2,1,0
1472,18200000,1500,Kandivali West,3,1,1
1473,14600000,829,Kandivali West,2,1,1
1474,9800000,720,Kandivali West,1,1,1
1475,13899999,893,Kandivali West,2,1,1
1476,12000000,610,Kandivali West,1,0,0
1477,13000000,685,Kandivali West,2,1,0
1478,14000000,850,Kandivali West,2,1,0
1479,12500000,680,Kandivali West,2,1,1
1480,17500000,1075,Kandivali West,2,1,0
1481,13000000,800,Kandivali West,2,1,1
1482,10500000,575,Kandivali West,1,0,0
1483,17000000,1100,Kandivali West,2,0,1
1484,12000000,750,Kandivali West,1,1,0
1485,10000000,610,Kandivali West,1,1,1
1486,5900000,350,Kandivali West,1,1,1
1487,23000000,1300,Kanjurmarg,3,1,1
1488,8500000,484,Kanjurmarg,1,1,1
1489,10500000,620,Kanjurmarg,1,1,0
1490,10600000,650,Kanjurmarg,1,1,0
1491,10800000,650,Kanjurmarg,1,1,0
1492,28100000,1115,Kanjurmarg,3,0,0
1493,26500000,1052,Kanjurmarg,3,0,0
1494,17500000,694,Kanjurmarg,2,0,0
1495,23400000,929,Kanjurmarg,3,0,0
1496,16500000,656,Kanjurmarg,2,0,0
1497,19000000,753,Kanjurmarg,2,0,0
1498,16500000,653,Kanjurmarg,2,0,0
1499,19000000,752,Kanjurmarg,2,0,0
1500,16399999,652,Kanjurmarg,2,0,0
1501,17100000,678,Kanjurmarg,2,0,0
1502,23800000,944,Kanjurmarg,3,0,0
1503,23800000,943,Kanjurmarg,3,0,0
1504,17100000,677,Kanjurmarg,2,0,0
1505,18900000,749,Kanjurmarg,2,0,0
1506,16399999,649,Kanjurmarg,2,0,0
1507,19000000,1150,Kanjurmarg,2,1,0
1508,4700000,650,Karanjade,1,1,1
1509,4100000,690,Karanjade,1,1,1
1510,4000000,670,Karanjade,1,1,1
1511,4300000,654,Karanjade,1,1,1
1512,3950000,630,Karanjade,1,1,1
1513,3850000,635,Karanjade,1,1,1
1514,3300000,625,Karanjade,1,1,1
1515,2850000,530,Karanjade,1,1,1
1516,2100000,395,Karanjade,1,1,1
1517,6300000,1090,Karanjade,2,1,1
1518,6400000,1010,Karanjade,2,1,1
1519,6000000,1010,Karanjade,2,1,1
1520,5900000,1015,Karanjade,2,1,1
1521,2700000,585,Karanjade,1,1,1
1522,3700000,640,Karanjade,1,0,0
1523,3800000,685,Karanjade,1,1,0
1524,3800000,685,Karanjade,1,0,0
1525,7700000,984,Karanjade,2,1,0
1526,4000000,690,Karanjade,1,1,0
1527,4000000,640,Karanjade,1,0,0
1528,3900000,640,Karanjade,1,1,0
1529,3900000,640,Karanjade,1,0,0
1530,5750000,975,Karanjade,2,0,0
1531,3800000,650,Karanjade,1,0,0
1532,4200000,680,Karanjade,1,0,0
1533,6100000,1035,Karanjade,2,1,0
1534,3200000,620,Karanjade,1,1,0
1535,4100000,645,Karanjade,1,0,0
1536,4000000,680,Karanjade,1,1,0
1537,31000000,900,Khar West,2,1,1
1538,120000000,2600,Khar West,4,1,1
1539,70000000,1800,Khar West,4,1,1
1540,52500000,1450,Khar West,3,1,1
1541,55000000,1225,Khar West,3,0,0
1542,145000000,3800,Khar West,4,1,1
1543,56000000,1196,Khar West,3,1,0
1544,32500000,775,Khar West,2,1,0
1545,71500000,1600,Khar West,3,1,0
1546,38500000,942,Khar West,2,0,0
1547,4500000,600,Kharghar,1,1,1
1548,6700000,650,Kharghar,1,1,1
1549,5000000,665,Kharghar,1,1,1
1550,17000000,2000,Kharghar,4,1,1
1551,12500000,1550,Kharghar,3,1,1
1552,10500000,1356,Kharghar,3,1,1
1553,15000000,1680,Kharghar,3,1,1
1554,8700000,980,Kharghar,2,1,1
1555,9000000,1000,Kharghar,2,1,1
1556,11000000,1060,Kharghar,2,1,1
1557,10500000,1095,Kharghar,2,1,1
1558,9700000,1155,Kharghar,2,1,1
1559,10500000,1150,Kharghar,2,1,1
1560,8500000,990,Kharghar,2,1,1
1561,9300000,1078,Kharghar,2,1,1
1562,9900000,1150,Kharghar,2,1,1
1563,9000000,1060,Kharghar,2,1,1
1564,16000000,2200,Kharghar,4,1,1
1565,17000000,2235,Kharghar,4,1,1
1566,9500000,1025,Kharghar,2,1,1
1567,9500000,950,Kharghar,2,1,1
1568,7500000,895,Kharghar,2,1,1
1569,8500000,1114,Kharghar,2,1,1
1570,13700000,1380,Kharghar,2,1,1
1571,8000000,1050,Kharghar,2,1,1
1572,10500000,1240,Kharghar,2,1,1
1573,9000000,1160,Kharghar,2,1,1
1574,6200000,650,Kharghar,1,1,1
1575,5000000,600,Kharghar,1,1,1
1576,6500000,650,Kharghar,1,1,1
1577,5200000,700,Kharghar,1,1,1
1578,5500000,560,Kharghar,1,1,1
1579,5500000,670,Kharghar,1,1,1
1580,6000000,740,Kharghar,1,1,1
1581,5500000,636,Kharghar,1,1,1
1582,16500000,1635,Kharghar,3,1,1
1583,11399999,1550,Kharghar,3,1,1
1584,13500000,1500,Kharghar,3,1,1
1585,5700000,610,Kharghar,1,1,1
1586,4800000,655,Kharghar,1,0,1
1587,5300000,670,Kharghar,1,1,1
1588,4803000,655,Kharghar,1,1,1
1589,13000000,1800,Kharghar,3,1,1
1590,15500000,1645,Kharghar,3,1,1
1591,13000000,1395,Kharghar,3,1,1
1592,8500000,1150,Kharghar,2,1,1
1593,9400000,1200,Kharghar,2,1,1
1594,4500000,615,Kharghar,1,1,1
1595,5300000,670,Kharghar,1,1,1
1596,6000000,765,Kharghar,1,1,1
1597,5600000,650,Kharghar,1,1,1
1598,17500000,1760,Kharghar,3,1,1
1599,12000000,1415,Kharghar,3,1,1
1600,15000000,1685,Kharghar,3,1,1
1601,13000000,1800,Kharghar,3,1,1
1602,16600000,1650,Kharghar,3,1,1
1603,13000000,1395,Kharghar,3,1,1
1604,9400000,1200,Kharghar,2,1,1
1605,5700000,650,Kharghar,1,1,1
1606,5500000,560,Kharghar,1,1,1
1607,6000000,765,Kharghar,1,1,1
1608,5600000,650,Kharghar,1,1,1
1609,4900000,655,Kharghar,1,1,1
1610,13500000,1390,Kharghar,3,1,1
1611,17500000,1760,Kharghar,3,1,1
1612,17800000,1716,Kharghar,3,1,1
1613,14000000,1680,Kharghar,3,1,1
1614,15000000,1635,Kharghar,3,1,1
1615,10000000,1078,Kharghar,2,1,1
1616,17500000,1760,Kharghar,3,1,1
1617,11000000,1415,Kharghar,3,1,1
1618,13000000,1800,Kharghar,3,1,1
1619,9500000,1240,Kharghar,2,1,1
1620,5500000,650,Kharghar,1,1,1
1621,5000000,550,Kharghar,1,1,1
1622,5500000,550,Kharghar,1,1,1
1623,6000000,740,Kharghar,1,1,1
1624,5000000,570,Kharghar,1,1,1
1625,5500000,670,Kharghar,1,1,1
1626,15500000,1700,Kharghar,3,1,1
1627,11399999,1550,Kharghar,3,1,1
1628,12000000,1530,Kharghar,3,1,1
1629,16000000,1750,Kharghar,3,1,1
1630,11000000,1415,Kharghar,3,1,1
1631,16600000,1650,Kharghar,3,1,1
1632,14000000,1687,Kharghar,3,1,1
1633,8500000,1150,Kharghar,2,1,1
1634,4900000,600,Kharghar,1,1,1
1635,5500000,650,Kharghar,1,1,1
1636,13500000,1400,Kharghar,3,1,1
1637,15000000,1780,Kharghar,3,1,1
1638,14000000,1687,Kharghar,3,1,1
1639,8300000,1050,Kharghar,2,1,1
1640,9000000,1160,Kharghar,2,1,1
1641,5100000,700,Kharghar,1,1,1
1642,5200000,625,Kharghar,1,1,1
1643,5500000,670,Kharghar,1,1,1
1644,5500000,550,Kharghar,1,1,1
1645,5400000,650,Kharghar,1,1,1
1646,5300000,660,Kharghar,1,1,1
1647,5500000,550,Kharghar,1,1,1
1648,5000000,570,Kharghar,1,1,1
1649,14000000,1550,Kharghar,3,1,1
1650,17100000,1760,Kharghar,3,1,1
1651,11800000,1475,Kharghar,3,1,1
1652,6000000,759,Kharghar,1,1,1
1653,4850000,600,Kharghar,1,1,1
1654,4500000,550,Kharghar,1,1,1
1655,5000000,550,Kharghar,1,1,1
1656,5500000,745,Kharghar,1,1,1
1657,4500000,580,Kharghar,1,0,1
1658,5300000,670,Kharghar,1,1,1
1659,19000000,1845,Kharghar,3,1,1
1660,13500000,1400,Kharghar,3,1,1
1661,13600000,1680,Kharghar,3,1,1
1662,15500000,1645,Kharghar,3,1,1
1663,16500000,1585,Kharghar,3,1,1
1664,10000000,1075,Kharghar,2,1,1
1665,10500000,1155,Kharghar,2,1,1
1666,4700000,625,Kharghar,1,1,1
1667,6200000,720,Kharghar,1,1,1
1668,4500000,550,Kharghar,1,1,1
1669,6900000,735,Kharghar,1,1,1
1670,4500000,580,Kharghar,1,1,1
1671,13000000,1630,Kharghar,3,1,1
1672,10500000,1098,Kharghar,2,1,1
1673,9500000,1000,Kharghar,2,1,1
1674,4500000,550,Kharghar,1,1,1
1675,13000000,1630,Kharghar,3,1,1
1676,13600000,1680,Kharghar,3,1,1
1677,16200000,1650,Kharghar,3,1,1
1678,15000000,1440,Kharghar,3,1,1
1679,13200000,1370,Kharghar,3,1,1
1680,9500000,1000,Kharghar,2,1,1
1681,15000000,1760,Kharghar,3,1,1
1682,16200000,1675,Kharghar,3,1,1
1683,11000000,1060,Kharghar,2,0,1
1684,11600000,1150,Kharghar,2,1,1
1685,5600000,670,Kharghar,1,1,1
1686,8000000,900,Kharghar,2,1,1
1687,9500000,1088,Kharghar,2,1,1
1688,2300000,310,Kharghar,1,0,0
1689,9000000,1060,Kharghar,2,1,1
1690,14500000,1360,Kharghar,2,1,1
1691,11500000,1250,Kharghar,2,1,1
1692,14900000,1550,Kharghar,3,0,1
1693,3850000,510,Kharghar,1,0,1
1694,2850000,305,Kharghar,1,1,1
1695,12100000,1251,Kharghar,2,1,1
1696,17500000,1750,Kharghar,3,1,1
1697,9400000,1240,Kharghar,2,1,1
1698,16500000,1560,Kharghar,3,1,1
1699,8000000,1050,Kharghar,2,1,1
1700,10200000,1230,Kharghar,2,1,1
1701,5500000,655,Kharghar,1,1,1
1702,10000000,1140,Kharghar,2,1,1
1703,4800000,650,Kharghar,1,1,1
1704,14000000,1600,Kharghar,3,1,1
1705,10000000,1325,Kharghar,2,1,1
1706,12500000,1725,Kharghar,3,1,1
1707,16500000,1600,Kharghar,3,1,1
1708,21000000,2030,Kharghar,3,1,1
1709,16000000,1680,Kharghar,3,1,1
1710,17000000,1810,Kharghar,3,1,1
1711,9500000,1210,Kharghar,2,1,1
1712,31100000,3275,Kharghar,4,1,1
1713,30400000,3205,Kharghar,4,1,1
1714,12300000,1305,Kharghar,2,1,1
1715,11600000,1230,Kharghar,2,1,1
1716,16000000,1725,Kharghar,3,1,1
1717,9600000,1210,Kharghar,2,1,1
1718,16500000,1660,Kharghar,3,1,1
1719,17900000,1810,Kharghar,3,1,1
1720,13300000,1482,Kharghar,3,1,1
1721,11000000,1131,Kharghar,2,1,1
1722,6500000,800,Kharghar,2,1,1
1723,3700000,500,Kharghar,1,1,1
1724,9500000,1150,Kharghar,2,1,1
1725,9900000,1150,Kharghar,2,1,1
1726,8200000,1015,Kharghar,2,1,1
1727,9300000,1150,Kharghar,2,1,1
1728,5800000,750,Kharghar,1,1,1
1729,14200000,1800,Kharghar,3,1,1
1730,15500000,1605,Kharghar,3,1,1
1731,7900000,1040,Kharghar,2,1,1
1732,11000000,1255,Kharghar,2,1,1
1733,5300000,660,Kharghar,1,1,1
1734,10000000,1100,Kharghar,2,1,1
1735,16200000,1850,Kharghar,3,1,1
1736,10200000,1050,Kharghar,2,1,1
1737,14200000,1440,Kharghar,3,1,1
1738,5300000,612,Kharghar,1,0,1
1739,5500000,676,Kharghar,1,1,1
1740,5500000,650,Kharghar,1,1,1
1741,16000000,1600,Kharghar,3,1,1
1742,7500000,850,Kharghar,2,0,1
1743,30000000,2950,Kharghar,4,1,1
1744,5500000,560,Kharghar,1,1,1
1745,8000000,1050,Kharghar,2,0,1
1746,6000000,700,Kharghar,1,1,1
1747,5500000,649,Kharghar,1,1,1
1748,5500000,660,Kharghar,1,1,1
1749,14800000,1600,Kharghar,3,1,1
1750,11800000,1150,Kharghar,2,1,1
1751,13600000,1760,Kharghar,3,1,1
1752,5700000,650,Kharghar,1,1,1
1753,6500000,750,Kharghar,1,1,1
1754,4800000,540,Kharghar,1,1,1
1755,21000000,2250,Kharghar,4,1,1
1756,16000000,1515,Kharghar,3,1,1
1757,15500000,2000,Kharghar,3,1,1
1758,8000000,852,Kharghar,2,1,1
1759,5200000,600,Kharghar,1,1,1
1760,7500000,1000,Kharghar,2,1,1
1761,8750000,1205,Kharghar,2,1,1
1762,5200000,560,Kharghar,1,1,1
1763,7300000,1000,Kharghar,2,1,1
1764,15500000,1530,Kharghar,3,1,1
1765,15000000,1730,Kharghar,3,1,1
1766,4800000,560,Kharghar,1,1,1
1767,12000000,1600,Kharghar,3,1,1
1768,5300000,600,Kharghar,1,1,1
1769,9500000,1075,Kharghar,2,1,1
1770,7500000,1000,Kharghar,2,1,1
1771,13500000,1300,Kharghar,3,1,1
1772,9350000,1195,Kharghar,2,1,1
1773,9600000,1083,Kharghar,2,1,1
1774,11000000,1364,Kharghar,3,1,1
1775,15500000,1530,Kharghar,3,1,1
1776,8100000,1079,Kharghar,2,1,1
1777,3900000,380,Kharghar,1,1,1
1778,13500000,1415,Kharghar,3,1,1
1779,13500000,1414,Kharghar,3,1,1
1780,11500000,1182,Kharghar,2,0,1
1781,8000000,1000,Kharghar,2,0,1
1782,16000000,1600,Kharghar,3,0,1
1783,14500000,1655,Kharghar,3,0,1
1784,6500000,675,Kharghar,1,0,1
1785,9500000,1050,Kharghar,2,0,1
1786,8000000,800,Kharghar,2,0,1
1787,9200000,1250,Kharghar,2,0,1
1788,5200000,590,Kharghar,1,0,1
1789,6000000,675,Kharghar,1,0,1
1790,11100000,1117,Kharghar,2,0,1
1791,5500000,650,Kharghar,1,0,1
1792,9800000,1090,Kharghar,2,0,1
1793,13000000,1500,Kharghar,3,0,1
1794,5500000,640,Kharghar,1,0,1
1795,7200000,860,Kharghar,1,0,1
1796,10500000,1075,Kharghar,2,0,1
1797,4600000,600,Kharghar,1,0,1
1798,5000000,650,Kharghar,1,0,1
1799,13000000,1300,Kharghar,2,0,1
1800,8000000,914,Kharghar,2,0,1
1801,11000000,1100,Kharghar,2,0,1
1802,5700000,670,Kharghar,1,1,1
1803,4800000,660,Kharghar,1,1,1
1804,8000000,950,Kharghar,2,0,1
1805,8000000,1075,Kharghar,2,1,1
1806,8300000,1050,Kharghar,2,1,1
1807,4500000,600,Kharghar,1,1,1
1808,5000000,650,Kharghar,1,1,1
1809,8500000,1175,Kharghar,2,1,1
1810,8500000,1050,Kharghar,2,1,1
1811,9500000,1120,Kharghar,2,1,1
1812,6500000,735,Kharghar,1,1,1
1813,7000000,735,Kharghar,1,1,1
1814,6500000,649,Kharghar,1,1,1
1815,6500000,660,Kharghar,1,1,1
1816,8500000,1000,Kharghar,2,1,1
1817,10500000,1120,Kharghar,2,1,1
1818,13700000,1380,Kharghar,2,1,1
1819,9500000,1120,Kharghar,2,1,1
1820,5500000,649,Kharghar,1,1,1
1821,8000000,954,Kharghar,2,1,1
1822,7800000,1000,Kharghar,2,1,1
1823,6200000,650,Kharghar,1,1,1
1824,5800000,735,Kharghar,1,1,1
1825,6500000,735,Kharghar,1,1,1
1826,8500000,1115,Kharghar,2,1,1
1827,5500000,620,Kharghar,1,1,1
1828,13500000,1677,Kharghar,3,1,1
1829,15500000,1530,Kharghar,3,1,1
1830,9500000,1075,Kharghar,2,1,1
1831,6900000,735,Kharghar,1,1,1
1832,5200000,641,Kharghar,1,1,1
1833,6000000,735,Kharghar,1,1,1
1834,5200000,641,Kharghar,1,1,1
1835,8500000,1100,Kharghar,2,1,1
1836,6000000,735,Kharghar,1,1,1
1837,11000000,1254,Kharghar,3,1,1
1838,6000000,750,Kharghar,1,1,1
1839,12000000,1210,Kharghar,2,1,1
1840,13000000,1498,Kharghar,3,0,1
1841,12000000,1395,Kharghar,3,1,1
1842,8700000,1050,Kharghar,2,1,1
1843,8200000,1015,Kharghar,2,1,0
1844,9000000,1060,Kharghar,2,0,0
1845,9000000,1060,Kharghar,2,1,0
1846,8600000,1100,Kharghar,2,0,0
1847,8600000,1100,Kharghar,2,1,0
1848,9000000,1031,Kharghar,2,0,0
1849,9000000,1031,Kharghar,2,1,0
1850,10000000,1100,Kharghar,2,1,0
1851,5600000,620,Kharghar,1,0,0
1852,5600000,620,Kharghar,1,1,0
1853,8500000,1080,Kharghar,2,1,0
1854,6500000,685,Kharghar,1,0,0
1855,6500000,685,Kharghar,1,1,0
1856,15500000,1525,Kharghar,3,1,0
1857,13500000,1370,Kharghar,3,0,0
1858,13500000,1370,Kharghar,3,1,0
1859,9000000,1150,Kharghar,2,0,0
1860,9000000,1150,Kharghar,2,1,0
1861,7500000,920,Kharghar,2,1,0
1862,5600000,560,Kharghar,1,1,0
1863,6500000,630,Kharghar,1,1,0
1864,7000000,950,Kharghar,2,1,0
1865,12500000,1650,Kharghar,3,1,0
1866,9500000,1150,Kharghar,2,1,0
1867,4700000,625,Kharghar,1,1,0
1868,7000000,950,Kharghar,2,0,0
1869,6900000,700,Kharghar,1,1,0
1870,7000000,720,Kharghar,1,1,0
1871,7400000,950,Kharghar,1,1,0
1872,9300000,1100,Kharghar,2,1,0
1873,6000000,700,Kharghar,1,1,0
1874,5000000,650,Kharghar,1,1,0
1875,9500000,1120,Kharghar,2,1,0
1876,10000000,1125,Kharghar,2,1,0
1877,5200000,650,Kharghar,1,1,0
1878,6500000,700,Kharghar,1,0,0
1879,6500000,700,Kharghar,1,1,0
1880,6500000,650,Kharghar,1,0,0
1881,6500000,650,Kharghar,1,1,0
1882,6500000,711,Kharghar,1,1,0
1883,11500000,1270,Kharghar,2,1,0
1884,8500000,1120,Kharghar,2,0,0
1885,8500000,1120,Kharghar,2,1,0
1886,5500000,675,Kharghar,1,0,0
1887,5500000,675,Kharghar,1,1,0
1888,8499000,1050,Kharghar,2,1,0
1889,8500000,1100,Kharghar,2,1,0
1890,10000000,1100,Kharghar,2,1,0
1891,9500000,1200,Kharghar,2,1,0
1892,12100000,1240,Kharghar,2,1,1
1893,13500000,1375,Kharghar,3,1,1
1894,9199000,1065,Kharghar,2,1,1
1895,6400000,670,Kharghar,1,1,1
1896,9300000,1240,Kharghar,2,1,1
1897,13500000,1680,Kharghar,3,1,1
1898,8900000,1065,Kharghar,2,1,0
1899,10000000,1055,Kharghar,2,1,1
1900,12500000,1240,Kharghar,2,1,0
1901,16299999,1705,Kharghar,3,1,1
1902,12000000,1200,Kharghar,2,1,1
1903,9000000,1060,Kharghar,2,1,1
1904,5800000,650,Kharghar,1,1,1
1905,16700000,2200,Kharghar,4,1,1
1906,8588000,1130,Kharghar,2,1,1
1907,5500000,585,Kharghar,1,1,0
1908,12100000,1600,Kharghar,3,1,1
1909,9600000,900,Kharghar,2,1,1
1910,11000000,1100,Kharghar,2,0,0
1911,12000000,1400,Kharghar,2,0,0
1912,9500000,1000,Kharghar,2,0,0
1913,12700000,1385,Kharghar,3,0,0
1914,12700000,1385,Kharghar,3,1,0
1915,32000000,3205,Kharghar,4,1,1
1916,16500000,1660,Kharghar,3,1,1
1917,7000000,750,Kharghar,2,0,0
1918,7000000,750,Kharghar,2,1,0
1919,12000000,1150,Kharghar,2,1,1
1920,12000000,1150,Kharghar,2,1,1
1921,9000000,1005,Kharghar,2,1,0
1922,11000000,1096,Kharghar,2,1,0
1923,9000000,1227,Kharghar,2,1,1
1924,15200000,1697,Kharghar,3,1,0
1925,11500000,1100,Kharghar,2,1,0
1926,8500000,1000,Kharghar,2,1,0
1927,8500000,1000,Kharghar,2,0,0
1928,7500000,950,Kharghar,2,1,1
1929,6500000,650,Kharghar,1,1,1
1930,9300000,1050,Kharghar,2,1,1
1931,5800000,650,Kharghar,1,1,0
1932,30000000,3500,Kharghar,4,0,0
1933,30000000,3500,Kharghar,4,1,0
1934,28500000,3500,Kharghar,4,1,0
1935,12000000,1375,Kharghar,3,1,1
1936,10000000,1234,Kharghar,2,1,1
1937,15500000,1515,Kharghar,3,1,0
1938,10000000,1120,Kharghar,2,1,1
1939,10000000,1120,Kharghar,2,1,1
1940,8500000,1050,Kharghar,2,1,1
1941,6500000,650,Kharghar,1,1,1
1942,13000000,1220,Kharghar,2,1,1
1943,10500000,1150,Koper Khairane,2,1,1
1944,8000000,700,Koper Khairane,1,1,1
1945,7100000,700,Koper Khairane,2,1,1
1946,6900000,685,Koper Khairane,1,1,1
1947,13000000,1075,Koper Khairane,2,1,0
1948,11800000,1080,Koper Khairane,2,0,0
1949,7000000,650,Koper Khairane,1,0,0
1950,9500000,925,Koper Khairane,2,1,0
1951,8000000,850,Koper Khairane,2,0,0
1952,9500000,1050,Koper Khairane,2,1,0
1953,6500000,695,Koper Khairane,1,1,0
1954,9000000,950,Koper Khairane,2,1,0
