,Price,Area,Location,No. of Bedrooms,Lift Available,Car Parking
677,19500000,855,Dahisar,2,1,1
678,6800000,574,Dahisar,1,1,0
679,9000000,492,Dahisar,1,0,0
680,9000000,492,Dahisar,1,1,0
681,14500000,865,Dahisar,2,1,1
682,16000000,1200,Dahisar,2,1,0
683,17500000,1300,Dahisar,3,0,0
684,6500000,566,Dahisar East,1,1,1
685,9000000,793,Dahisar East,2,1,1
686,8500000,600,Dahisar East,1,0,0
687,8000000,580,Dahisar East,1,0,0
688,15000000,1020,Dahisar East,2,0,0
689,8500000,580,Dahisar East,1,0,0
690,8500000,580,Dahisar East,1,0,0
691,8600000,590,Dahisar East,1,0,0
692,12000000,785,Dahisar East,2,0,0
693,11500000,780,Dahisar East,2,0,0
694,12500000,815,Dahisar East,2,0,0
695,7500000,600,Dahisar East,1,0,0
696,18000000,1300,Dahisar East,3,0,0
697,8750000,792,Dahisar East,2,1,0
698,11500000,1026,Dahisar East,2,1,0
699,10200000,927,Dahisar East,2,1,0
700,14500000,1000,Dahisar West,2,1,1
701,16000000,1100,Dahisar West,2,1,0
702,8500000,560,Dahisar West,1,0,0
703,7000000,410,Dahisar West,1,0,0
704,9000000,585,Dahisar West,1,0,0
705,10000000,610,Dahisar West,1,0,0
706,8000000,490,Dahisar West,1,0,0
707,8200000,550,Dahisar West,1,0,0
708,15000000,990,Dahisar West,2,0,0
709,14000000,800,Dahisar West,2,1,0
710,9000000,550,Dahisar West,1,1,0
711,7500000,500,Dahisar West,1,0,0
712,9200000,560,Dahisar West,1,0,0
713,18500000,1050,Dattapada,2,1,1
714,21000000,1250,Dattapada,2,1,1
715,16500000,1050,Dattapada,2,1,1
716,19000000,1050,Dattapada,2,1,1
717,15000000,950,Dattapada,2,1,1
718,24000000,1300,Dattapada,3,1,1
719,11200000,600,Dattapada,1,1,1
720,18000000,1050,Dattapada,2,1,1
721,17500000,950,Dattapada,2,1,1
722,19500000,1250,Dattapada,3,1,1
723,19500000,1200,Dattapada,3,1,1
724,16000000,850,Dattapada,2,1,1
725,24000000,1300,Dattapada,3,0,1
726,15000000,950,Dattapada,2,0,1
727,2018000,375,Dombivali,1,0,0
728,16000000,2115,Dombivali,3,1,1
729,10000000,1595,Dombivali,2,1,1
730,10500000,1503,Dombivali,2,1,1
731,6500000,929,Dombivali,2,1,1
732,5000000,791,Dombivali,2,1,1
733,3600000,450,Dombivali,1,1,1
734,4500000,600,Dombivali,1,0,1
735,6000000,1000,Dombivali,2,1,0
736,4095000,710,Dombivali,1,1,0
737,4500000,650,Dombivali,1,1,0
738,4200000,600,Dombivali,1,1,0
739,4100000,670,Dombivali,1,1,1
740,6800000,1098,Dombivali,2,1,1
741,8000000,1098,Dombivali,1,1,1
742,6300000,1131,Dombivali,3,1,0
743,4785000,870,Dombivali,2,1,0
744,3663000,666,Dombivali,1,1,0
745,5555000,1010,Dombivali,3,1,0
746,5000000,750,Dombivali,2,1,1
747,6800000,1120,Dombivali,3,1,1
748,4837000,774,Dombivali,1,1,1
749,6187000,990,Dombivali,2,1,1
750,8212000,1314,Dombivali,3,1,1
751,6637000,1062,Dombivali,2,1,1
752,7481000,1197,Dombivali,3,1,1
753,6862000,1098,Dombivali,2,1,1
754,4556000,729,Dombivali,1,1,1
755,6542000,1150,Dombivali,2,1,1
756,4475000,700,Dombivali,1,1,1
757,4396000,774,Dombivali,1,1,1
758,3800000,555,Dombivali East,1,1,1
759,3600000,600,Dombivali East,1,1,1
760,3700000,550,Dombivali East,1,1,1
761,7600000,950,Dombivali East,3,1,1
762,3467000,530,Dombivali East,1,1,1
763,5400000,675,Dombivali East,1,1,1
764,3100000,445,Dombivali East,1,0,0
765,2100000,400,Dombivali East,1,0,0
766,3120000,530,Dombivali East,1,1,0
767,4500000,690,Dombivali East,1,1,0
768,8900000,1480,Dombivali East,3,0,0
769,5400000,955,Dombivali East,2,0,0
770,3100000,450,Dombivali East,1,0,0
771,3600000,500,Dombivali East,1,0,0
772,4000000,540,Dombivli (West),1,1,0
773,4500000,645,Dombivli (West),1,1,0
774,5500000,725,Dombivli (West),1,1,0
775,2400000,350,Dombivli (West),1,1,0
776,7500000,1015,Dombivli (West),2,1,0
777,6000000,750,Dombivli (West),2,0,0
778,2600000,375,Dombivli (West),1,1,0
779,8700000,1075,Dombivli (West),2,1,0
780,5000000,700,Dombivli (West),1,1,0
781,8000000,995,Dombivli (West),2,1,0
782,8200000,1034,Dombivli (West),2,1,0
783,5500000,785,Dombivli (West),1,1,0
784,2950000,420,Dombivli (West),1,1,0
785,4600000,700,Dombivli (West),1,1,0
786,4600000,640,Dombivli (West),1,1,0
787,4400000,600,Dombivli (West),1,1,0
788,3000000,450,Dombivli (West),1,0,0
789,2650000,380,Dombivli (West),1,0,0
790,6100000,1150,Dronagiri,2,1,1
791,3500000,690,Dronagiri,1,1,1
792,5200000,1070,Dronagiri,2,1,1
793,3400000,704,Dronagiri,1,1,1
794,3500000,688,Dronagiri,1,1,1
795,5300000,1120,Dronagiri,2,1,1
796,3000000,650,Dronagiri,1,1,1
797,3650000,665,Dronagiri,1,1,1
798,4400000,880,Dronagiri,1,1,1
799,3400000,600,Dronagiri,1,1,1
800,7800000,1365,Dronagiri,2,1,1
801,3800000,660,Dronagiri,1,1,0
802,6000000,1050,Dronagiri,2,1,0
803,3500000,735,Dronagiri,1,1,0
804,3000000,665,Dronagiri,1,0,0
805,3000000,665,Dronagiri,1,1,0
806,3500000,650,Dronagiri,1,1,0
807,3600000,640,Dronagiri,1,1,0
808,2800000,555,Dronagiri,1,0,0
809,2600000,530,Dronagiri,1,0,0
810,23000000,1650,Ghansoli,3,1,0
811,15500000,1365,Ghansoli,3,1,1
812,16000000,1140,Ghansoli,2,1,1
813,29000000,2065,Ghansoli,3,1,0
814,16000000,1550,Ghansoli,3,1,1
815,14500000,1145,Ghansoli,2,1,1
816,12000000,925,Ghansoli,2,1,1
817,12500000,1145,Ghansoli,2,1,0
818,13000000,1050,Ghansoli,2,1,1
819,8900000,640,Ghansoli,1,1,1
820,21000000,1665,Ghansoli,3,1,0
821,9000000,695,Ghansoli,1,1,1
822,11000000,905,Ghansoli,2,1,1
823,15500000,1200,Ghansoli,2,1,0
824,15500000,1205,Ghansoli,2,1,0
825,9000000,702,Ghansoli,1,1,0
826,6500000,645,Ghansoli,1,1,0
827,15100000,1450,Ghansoli,3,0,0
828,14800000,1200,Ghansoli,2,1,0
829,8500000,700,Ghansoli,1,1,1
830,16500000,1240,Ghansoli,2,1,0
831,22000000,1527,Ghatkopar,3,1,1
832,17500000,1188,Ghatkopar,2,1,1
833,15000000,815,Ghatkopar,2,1,1
834,58500000,3410,Ghatkopar,4,1,1
835,28600000,1766,Ghatkopar,3,1,1
836,36500000,2200,Ghatkopar,4,1,1
837,24500000,1558,Ghatkopar,3,1,1
838,17500000,1188,Ghatkopar West,2,1,1
839,90000000,5150,Ghatkopar West,3,1,0
840,15500000,850,Ghatkopar West,2,1,0
841,14300000,686,Ghatkopar West,2,1,0
842,24600000,1182,Ghatkopar West,3,1,0
843,16700000,1050,Ghatkopar West,2,1,0
844,16000000,1053,Ghatkopar West,2,1,1
845,16800000,1054,Ghatkopar West,2,1,0
846,16500000,1054,Ghatkopar West,2,1,0
847,16399999,1050,Ghatkopar West,2,1,1
848,16500000,1053,Ghatkopar West,2,1,1
849,20500000,1040,Ghatkopar West,2,1,1
850,16900000,700,Ghatkopar West,2,1,1
851,10000000,750,Ghatkopar West,1,0,0
852,7000000,410,Ghatkopar West,1,1,1
853,11000000,644,Ghatkopar West,1,1,1
854,10200000,644,Ghatkopar West,1,1,1
855,7300000,450,Ghatkopar West,1,1,1
856,7700000,500,Ghatkopar West,1,0,0
857,7300000,500,Ghatkopar West,1,0,0
858,9500000,750,Ghatkopar West,1,0,0
859,8000000,500,Ghatkopar West,1,0,0
860,9300000,750,Ghatkopar West,1,0,0
861,7600000,500,Ghatkopar West,1,0,0
862,12500000,996,Ghatkopar West,2,1,0
863,16500000,1358,Ghatkopar West,3,1,0
864,9500000,605,Ghatkopar West,1,0,0
865,15100000,1238,Ghatkopar West,3,1,0
866,16500000,1350,Ghatkopar West,3,1,0
867,15100000,1238,Ghatkopar West,3,1,0
868,16500000,1350,Ghatkopar West,3,1,0
869,27000000,1695,Goregaon,3,1,1
870,21600000,1579,Goregaon,3,1,1
871,30200000,2153,Goregaon,3,1,1
872,30500000,1717,Goregaon,3,1,1
873,37500000,2195,Goregaon,3,1,1
874,41500000,2195,Goregaon,3,1,1
875,48000000,3230,Goregaon,4,1,1
876,32000000,1950,Goregaon,3,1,1
877,23500000,1415,Goregaon,3,1,1
878,18500000,1202,Goregaon,2,1,1
879,17000000,1215,Goregaon,2,1,1
880,9000000,650,Goregaon,1,1,1
881,18000000,987,Goregaon,2,1,1
882,27900000,1404,Goregaon East,2,1,1
883,31500000,1620,Goregaon East,3,1,1
884,36700000,1675,Goregaon East,4,1,1
885,16000000,900,Goregaon East,2,1,1
886,29000000,1404,Goregaon East,2,1,1
887,29400000,1618,Goregaon East,3,1,0
888,25000000,1400,Goregaon East,3,1,1
889,11299999,900,Goregaon East,2,1,1
890,27500000,1404,Goregaon East,2,1,1
891,42500000,1777,Goregaon East,3,1,1
892,20200000,1040,Goregaon East,2,1,1
893,43500000,2015,Goregaon East,4,1,1
894,32500000,1502,Goregaon East,3,1,1
895,45000000,2100,Goregaon East,3,1,1
896,43000000,2195,Goregaon East,3,1,1
897,20200000,1190,Goregaon East,2,0,0
898,41000000,1862,Goregaon East,3,1,1
899,22500000,1330,Goregaon East,3,0,0
900,10000000,600,Goregaon East,1,0,0
901,13500000,970,Goregaon East,2,0,0
902,31000000,1456,Goregaon East,3,0,0
903,18000000,1050,Goregaon East,2,0,0
904,22000000,1290,Goregaon East,2,0,0
905,38500000,1660,Goregaon East,4,0,0
906,22500000,1290,Goregaon East,2,0,0
907,17900000,1300,Goregaon East,2,1,1
908,35400000,1418,Goregaon East,4,1,0
909,19000000,1035,Goregaon East,2,1,0
910,22300000,1355,Goregaon East,3,1,0
911,14500000,900,Goregaon East,2,1,0
912,38000000,1690,Goregaon East,2,1,1
913,28500000,1200,Goregaon East,2,1,1
914,31000000,1200,Goregaon East,1,1,1
915,41500000,1820,Goregaon East,3,1,1
916,12500000,900,Goregaon East,2,0,0
917,42000000,1820,Goregaon East,2,1,1
918,27000000,1400,Goregaon East,3,1,0
919,19500000,1100,Goregaon East,2,1,0
920,40000000,1820,Goregaon East,2,1,1
921,9800000,659,Goregaon East,1,1,0
922,14500000,960,Goregaon East,2,1,0
923,13500000,850,Goregaon East,2,1,0
924,7500000,500,Goregaon East,1,1,0
925,47500000,2085,Goregaon East,4,1,0
926,74500000,3600,Goregaon East,4,1,0
927,23800000,1638,Goregaon West,3,1,1
928,21200000,1465,Goregaon West,3,1,1
929,36500000,2030,Goregaon West,3,1,1
930,14500000,775,Goregaon West,2,1,1
931,13500000,910,Goregaon West,2,1,1
932,27900000,1656,Goregaon West,3,1,1
933,81600000,3888,Goregaon West,4,1,1
934,60100000,3585,Goregaon West,4,1,1
935,25500000,1650,Goregaon West,3,1,1
936,10000000,546,Goregaon West,1,1,0
937,25700000,1505,Goregaon West,3,1,1
938,20000000,1250,Goregaon West,2,1,1
939,25800000,1400,Goregaon West,2,1,1
940,25600000,1487,Goregaon West,3,1,1
941,18500000,1065,Goregaon West,2,1,1
942,19000000,1100,Goregaon West,2,1,1
943,27000000,1205,Goregaon West,3,1,0
944,14000000,780,Goregaon West,2,1,0
945,28500000,1485,Goregaon West,3,1,1
946,19500000,1150,Goregaon West,2,1,1
947,12000000,700,Goregaon West,1,1,0
948,18200000,941,Goregaon West,2,1,0
949,25000000,1189,Goregaon West,3,1,0
950,35700000,1710,Goregaon West,4,1,0
951,28500000,1289,Goregaon West,3,0,0
952,8700000,585,Goregaon West,1,1,1
953,11000000,600,Goregaon West,1,0,0
954,9500000,510,Goregaon West,1,1,0
955,25000000,1600,Goregaon West,3,1,0
956,20000000,1250,Goregaon West,2,1,0
957,20700000,905,Goregaon West,2,0,0
958,20500000,905,Goregaon West,2,0,0
959,29900000,1399,Goregaon West,3,0,0
960,22500000,994,Goregaon West,2,1,0
961,18800000,1299,Goregaon West,2,1,0
962,29900000,1500,Goregaon West,3,0,0
963,18900000,1299,Goregaon West,2,1,0
964,18100000,1100,Goregaon West,2,1,0
965,18500000,1100,Goregaon West,2,1,0
966,18400000,1100,Goregaon West,1,1,0
967,18000000,1100,Goregaon West,1,1,0
968,18200000,1100,Goregaon West,1,1,0
969,18000000,1100,Goregaon West,2,1,0
970,17500000,1150,Goregaon West,2,1,0
971,17000000,1050,Goregaon West,3,1,0
972,20000000,888,Goregaon West,2,1,0
973,25500000,1151,Goregaon West,3,1,0
974,33500000,1501,Goregaon West,3,1,1
975,9800000,600,Goregaon West,1,0,0
976,16800000,830,Goregaon West,1,1,1
977,18500000,980,Goregaon West,2,1,0
978,19000000,980,Goregaon West,2,1,0
979,19000000,980,Goregaon West,2,1,0
980,26000000,1250,Goregaon West,3,1,0
981,28500000,1289,Goregaon West,3,1,0
982,10000000,650,Goregaon West,1,1,0
983,8500000,585,Jogeshwari West,1,1,0
984,10500000,750,Jogeshwari West,1,1,1
985,11000000,750,Jogeshwari West,1,1,1
986,10000000,650,Jogeshwari West,1,0,0
987,16000000,950,Jogeshwari West,2,1,1
988,18500000,950,Jogeshwari West,2,1,0
989,11500000,635,Jogeshwari West,1,0,0
990,28000000,1500,Jogeshwari West,3,1,0
991,14500000,1050,Jogeshwari West,2,1,0
992,14500000,1050,Jogeshwari West,2,0,0
993,8500000,500,Jogeshwari West,1,1,0
994,24500000,1350,Jogeshwari West,3,0,0
995,15500000,950,Jogeshwari West,2,0,0
996,12000000,750,Jogeshwari West,1,1,0
997,15000000,800,Jogeshwari West,2,1,0
998,13000000,750,Jogeshwari West,1,1,0
999,13000000,750,Jogeshwari West,1,0,0
1000,13000000,880,Jogeshwari West,2,1,0
1001,16500000,1100,Jogeshwari West,2,1,1
1002,60100000,1435,Juhu,3,1,1
1003,80000000,2000,Juhu,4,1,1
1004,60000000,1634,Juhu,3,1,1
1005,27000000,872,Juhu,1,1,1
1006,70000000,1527,Juhu,3,1,1
1007,52500000,1800,Juhu,3,1,0
1008,180000000,5460,Juhu,4,1,0
1009,45000000,1250,Juhu,3,1,0
1010,85000000,1800,Juhu,3,1,0
1011,67500000,1800,Juhu,3,1,0
1012,120000000,2570,Juhu,3,1,0
1013,140000000,4320,Juhu,4,1,0
1014,35000000,1080,Juhu,2,1,0
1015,100000000,2040,Juhu,4,0,0
1016,35000000,864,Juhu,2,1,0
1017,50000000,1020,Juhu,2,0,0
1018,50000000,1020,Juhu,2,1,0
1019,52100000,1104,Juhu,3,1,1
1020,105000000,2800,Juhu,4,1,0
1021,55000000,1500,Juhu,3,0,0
1022,55000000,1500,Juhu,3,1,0
1023,40000000,790,Juhu,2,1,0
1024,60000000,1500,Juhu,3,1,1
1025,23200000,600,Juhu,1,1,0
1026,40000000,950,Juhu,3,1,0
1027,7500000,650,Kalwa,1,0,1
1028,5500000,600,Kalwa,1,1,1
1029,5500000,580,Kalwa,1,1,1
1030,5600000,630,Kalwa,1,1,1
1031,6000000,620,Kalwa,1,1,1
1032,9500000,1056,Kalwa,2,1,1
1033,5300000,560,Kalwa,1,0,1
1034,9250000,770,Kalwa,2,0,1
1035,8500000,1000,Kalwa,2,1,1
1036,6500000,580,Kalwa,1,0,0
1037,6500000,720,Kalwa,1,0,0
1038,5200000,500,Kalwa,1,1,0
1039,6500000,620,Kalwa,1,1,0
1040,6500000,660,Kalwa,1,1,0
1041,5500000,680,Kalwa,1,1,0
1042,5700000,657,Kalwa,1,1,0
1043,9200000,1000,Kalwa,2,1,0
1044,5500000,620,Kalwa,1,1,0
1045,4700000,478,Kalwa,1,1,0
1046,6000000,680,Kalwa,1,1,0
1047,8000000,850,Kalwa,2,0,0
1048,5500000,565,Kalwa,1,0,0
1049,3000000,330,Kalwa,1,0,0
1050,3500000,550,Kalyan East,1,1,1
1051,4800000,855,Kalyan East,2,1,0
1052,3300000,600,Kalyan East,1,1,0
1053,6900000,1060,Kalyan East,2,1,1
1054,7150000,1060,Kalyan East,2,1,1
1055,7000000,1060,Kalyan East,2,1,1
1056,7200000,1060,Kalyan East,2,1,0
1057,7000000,950,Kalyan West,2,0,0
1058,7500000,1220,Kalyan West,3,0,0
1059,7600000,1127,Kalyan West,2,1,1
1060,6800000,1065,Kalyan West,2,1,1
1061,5600000,1000,Kalyan West,3,0,0
1062,4400000,600,Kalyan West,2,1,1
1063,4800000,610,Kalyan West,2,1,1
1064,4380000,610,Kalyan West,2,0,1
1065,4380000,610,Kalyan West,2,1,1
1066,5060000,650,Kalyan West,2,1,1
1067,3500000,450,Kalyan West,1,0,1
1068,2700000,410,Kalyan West,1,1,1
1069,3500000,565,Kalyan West,1,1,1
1070,5500000,980,Kalyan West,2,1,0
1071,3890000,650,Kalyan West,1,1,0
1072,7700000,999,Kalyan West,2,1,1
1073,4700000,695,Kalyan West,1,1,1
1074,4700000,695,Kalyan West,1,1,1
1075,6900000,1130,Kalyan West,2,1,0
1076,5500000,800,Kalyan West,2,1,1
1077,4200000,655,Kalyan West,1,1,1
1078,6800000,900,Kalyan West,2,1,0
1079,4300000,657,Kalyan West,1,1,0
1080,4100000,640,Kalyan West,1,1,1
1081,10000000,1300,Kalyan West,3,1,0
1082,6299000,759,Kalyan West,1,1,0
1083,4200000,685,Kalyan West,1,1,0
1084,5300000,695,Kalyan West,1,1,0
1085,7500000,970,Kalyan West,2,1,0
1086,7300000,970,Kalyan West,2,1,0
1087,7600000,920,Kalyan West,2,1,1
1088,4300000,635,Kalyan West,1,1,0
1089,6000000,950,Kalyan West,2,1,0
1090,6600000,975,Kalyan West,2,1,1
1091,5000000,625,Kalyan West,1,1,0
1092,8000000,955,Kalyan West,2,1,1
1093,3599000,620,Kalyan West,1,1,1
1094,12000000,1560,Kalyan West,3,1,0
1095,4000000,665,Kalyan West,1,0,0
1096,4000000,665,Kalyan West,1,1,0
1097,5500000,695,Kalyan West,1,1,1
1098,3900000,695,Kalyan West,1,1,0
1099,8000000,1140,Kalyan West,2,1,0
1100,4500000,700,Kalyan West,1,1,1
1101,8000000,1095,Kalyan West,2,1,0
1102,9900000,1495,Kalyan West,3,1,0
1103,6000000,945,Kalyan West,2,1,0
1104,2500000,421,Kalyan West,1,0,0
1105,4500000,585,Kalyan West,1,1,0
1106,3800000,595,Kalyan West,1,0,0
1107,3500000,550,Kalyan West,1,1,0
1108,5200000,880,Kalyan West,2,1,0
1109,5200000,695,Kalyan West,1,1,1
1110,4000000,665,Kalyan West,1,1,0
1111,8300000,1120,Kalyan West,2,1,1
1112,2350000,390,Kalyan West,1,0,0
1113,2500000,390,Kalyan West,1,0,0
1114,4000000,665,Kalyan West,1,1,0
1115,4000000,665,Kalyan West,1,0,0
1116,2350000,390,Kalyan West,1,0,0
1117,9100000,1110,Kalyan West,2,1,1
1118,5100000,760,Kalyan West,1,0,0
1119,5100000,760,Kalyan West,1,1,0
1120,9000000,1200,Kalyan West,2,1,0
1121,4600000,695,Kalyan West,1,0,0
1122,4800000,800,Kalyan West,2,1,0
1123,3200000,580,Kalyan West,1,1,0
1124,3200000,577,Kalyan West,1,1,0
1125,3800000,650,Kalyan West,1,1,0
1126,5675000,982,Kalyan West,2,1,0
1127,5650000,1000,Kalyan West,2,1,0
1128,3200000,577,Kalyan West,1,1,0
1129,3250000,585,Kalyan West,1,1,1
1130,3550000,585,Kalyan West,1,1,1
1131,6800000,966,Kalyan West,2,1,1
1132,3599000,607,Kalyan West,1,1,0
1133,3600000,605,Kalyan West,1,1,0
1134,7700000,950,Kalyan West,2,1,0
1135,3500000,607,Kalyan West,1,1,0
1136,3450000,625,Kalyan West,1,1,1
1137,3550000,607,Kalyan West,1,1,1
1138,4800000,800,Kalyan West,2,1,1
1139,8500000,1045,Kalyan West,2,1,1
1140,8500000,1045,Kalyan West,2,1,1
1141,3250000,600,Kalyan West,1,1,0
1142,3250000,600,Kalyan West,1,1,0
1143,4000000,565,Kalyan West,1,1,1
1144,6000000,900,Kalyan West,2,1,0
1145,6000000,900,Kalyan West,2,1,0
1146,8500000,1050,Kalyan West,2,1,1
1147,3200000,585,Kalyan West,1,1,0
1148,7500000,1050,Kalyan West,2,1,0
1149,5300000,933,Kalyan West,2,1,0
1150,10200000,1500,Kalyan West,3,1,0
1151,3700000,607,Kalyan West,1,1,0
1152,8500000,1115,Kalyan West,2,1,0
1153,6200000,880,Kalyan West,2,1,0
1154,4200000,635,Kalyan West,1,1,1
1155,4600000,700,Kalyan West,1,1,1
1156,7000000,947,Kalyan West,2,1,1
1157,8500000,1300,Kalyan West,3,1,0
1158,4000000,740,Kalyan West,1,0,0
1159,4500000,735,Kalyan West,1,0,0
1160,4500000,725,Kalyan West,1,1,0
1161,5800000,868,Kalyan West,2,1,1
1162,4400000,676,Kalyan West,1,1,1
1163,7400000,977,Kalyan West,2,1,0
1164,4000000,720,Kalyan West,1,1,1
1165,4300000,595,Kalyan West,1,1,1
1166,3200000,390,Kalyan West,1,1,0
1167,11000000,1545,Kalyan West,3,1,1
1168,2300000,350,Kalyan West,1,1,0
1169,3900000,650,Kalyan West,1,1,0
1170,4200000,555,Kalyan West,1,1,0
1171,5599000,950,Kalyan West,2,1,0
1172,5200000,950,Kalyan West,2,1,0
1173,7998999,1060,Kalyan West,2,1,0
1174,3300000,600,Kalyan West,1,1,0
1175,6000000,982,Kalyan West,2,1,0
1176,5299000,860,Kalyan West,2,1,1
1177,10100000,1431,Kalyan West,3,1,1
1178,7998999,1080,Kalyan West,2,1,0
1179,3300000,607,Kalyan West,1,1,0
1180,3999000,688,Kalyan West,1,1,0
1181,4999000,768,Kalyan West,1,1,0
1182,4499000,810,Kalyan West,2,1,1
1183,4099000,565,Kalyan West,1,1,1
1184,3699000,650,Kalyan West,1,1,0
1185,4200000,650,Kalyan West,1,1,1
1186,4500000,810,Kalyan West,2,1,1
1187,4100000,650,Kalyan West,1,0,0
1188,4100000,650,Kalyan West,1,1,0
1189,6300000,964,Kalyan West,2,1,0
1190,4999000,750,Kalyan West,1,1,0
1191,3250000,600,Kalyan West,1,1,0
1192,5500000,966,Kalyan West,2,1,1
1193,4250000,635,Kalyan West,1,1,0
1194,4000000,620,Kamothe,1,1,1
1195,6400000,980,Kamothe,2,1,1
1196,6900000,950,Kamothe,2,1,1
1197,5425000,619,Kamothe,1,1,1
1198,5700000,710,Kamothe,1,0,1
1199,7100000,887,Kamothe,2,1,1
1200,7800000,1005,Kamothe,2,1,1
1201,5900000,950,Kamothe,2,1,1
1202,5000000,650,Kamothe,1,1,1
1203,4050000,638,Kamothe,1,1,1
1204,5050000,675,Kamothe,2,0,1
1205,6800000,1006,Kamothe,2,1,1
1206,3000000,420,Kamothe,1,1,1
1207,5200000,850,Kamothe,1,1,1
1208,6700000,1005,Kamothe,2,1,1
1209,6900000,900,Kamothe,2,1,1
1210,7950000,940,Kamothe,2,1,1
1211,5460000,620,Kamothe,1,1,1
1212,4950000,650,Kamothe,2,1,1
1213,7000000,1000,Kamothe,2,1,1
1214,8575000,1100,Kamothe,2,1,1
1215,4800000,600,Kamothe,1,1,1
1216,7900000,940,Kamothe,2,1,1
1217,8725000,1175,Kamothe,2,1,1
1218,6500000,1255,Kamothe,2,1,1
1219,9350000,1236,Kamothe,2,0,1
1220,10000000,1700,Kamothe,3,1,1
1221,7000000,1003,Kamothe,2,1,1
1222,5800000,1000,Kamothe,2,1,1
1223,4800000,653,Kamothe,1,0,1
1224,11000000,1575,Kamothe,3,0,1
1225,8500000,1089,Kamothe,2,0,1
1226,6200000,900,Kamothe,2,0,1
1227,7900000,1065,Kamothe,2,0,1
1228,4400000,610,Kamothe,1,1,1
1229,5700000,670,Kamothe,1,1,1
1230,6350000,900,Kamothe,2,1,1
1231,4500000,610,Kamothe,2,0,1
1232,6700000,980,Kamothe,2,1,1
1233,7600000,1098,Kamothe,2,1,1
1234,9200000,1310,Kamothe,2,0,1
1235,8000000,1109,Kamothe,2,0,1
1236,4200000,650,Kamothe,1,1,1
1237,9000000,1128,Kamothe,2,1,1
1238,8500000,1258,Kamothe,2,0,1
1239,6800000,1101,Kamothe,2,0,1
1240,5500000,665,Kamothe,1,1,1
1241,7700000,1125,Kamothe,2,1,1
1242,4200000,555,Kamothe,1,1,1
1243,6800000,1000,Kamothe,2,0,1
1244,7200000,1012,Kamothe,2,0,1
1245,10000000,1129,Kamothe,2,0,1
1246,4925000,600,Kamothe,1,0,1
1247,7000000,1012,Kamothe,2,0,1
1248,12200000,1565,Kamothe,3,0,1
1249,5200000,630,Kamothe,1,0,1
1250,10400000,1129,Kamothe,2,0,1
1251,5100000,605,Kamothe,1,0,1
1252,5000000,600,Kamothe,1,0,1
1253,7900000,1000,Kamothe,2,0,1
1254,9500000,1310,Kamothe,2,0,1
1255,9500000,1225,Kamothe,2,0,1
1256,9300000,1310,Kamothe,2,0,1
1257,12500000,1540,Kamothe,3,0,1
1258,12400000,1565,Kamothe,3,0,1
1259,9800000,1225,Kamothe,2,0,1
1260,4800000,600,Kamothe,1,0,1
1261,4950000,635,Kamothe,1,0,1
1262,5300000,650,Kamothe,1,0,1
1263,8000000,1095,Kamothe,2,0,0
1264,7700000,1110,Kamothe,2,1,0
1265,4500000,610,Kamothe,1,1,1
1266,8500000,1050,Kamothe,2,1,1
1267,9100000,1168,Kamothe,2,1,0
1268,9100000,1168,Kamothe,2,1,0
1269,4500000,550,Kamothe,1,1,0
1270,3200000,365,Kamothe,1,1,0
1271,16000000,2000,Kamothe,3,1,1
1272,5400000,655,Kamothe,1,1,1
1273,8500000,1045,Kamothe,2,1,0
1274,5300000,660,Kamothe,1,1,0
1275,10300000,1252,Kamothe,2,1,1
1276,4250000,640,Kamothe,1,1,0
1277,4275000,660,Kamothe,1,1,0
1278,4250000,650,Kamothe,1,1,0
1279,4200000,640,Kamothe,1,1,0
1280,7800000,1103,Kamothe,2,0,0
1281,7700000,1010,Kamothe,2,1,1
1282,8600000,1177,Kamothe,2,1,0
1283,8600000,1150,Kamothe,2,1,0
1284,8200000,1109,Kamothe,2,1,1
1285,18000000,2250,Kamothe,2,1,1
1286,17000000,2250,Kamothe,3,1,1
1287,16000000,2200,Kamothe,3,1,1
1288,9400000,1800,Kamothe,3,1,1
1289,9600000,1500,Kamothe,3,1,1
1290,9500000,1400,Kamothe,3,1,1
1291,8000000,930,Kamothe,2,1,1
1292,7700000,1100,Kamothe,2,1,1
1293,7500000,950,Kamothe,2,1,1
1294,8000000,1150,Kamothe,2,1,1
1295,7500000,1110,Kamothe,2,1,1
1296,8000000,1050,Kamothe,2,1,0
1297,27799999,1810,Kandivali East,3,1,1
1298,25000000,1600,Kandivali East,3,1,1
1299,28000000,1890,Kandivali East,4,1,1
1300,24500000,1350,Kandivali East,3,1,1
1301,31500000,1786,Kandivali East,3,1,1
1302,21000000,1350,Kandivali East,2,1,1
1303,6100000,400,Kandivali East,1,0,0
1304,7000000,400,Kandivali East,1,1,1
1305,35000000,2450,Kandivali East,4,1,1
1306,18000000,1165,Kandivali East,3,1,1
1307,8200000,525,Kandivali East,1,1,1
1308,12500000,745,Kandivali East,2,1,1
1309,33000000,1667,Kandivali East,3,1,1
1310,6400000,400,Kandivali East,1,1,1
1311,22000000,1530,Kandivali East,3,1,1
1312,7700000,510,Kandivali East,1,1,1
1313,16500000,860,Kandivali East,2,1,1
1314,8300000,525,Kandivali East,1,1,1
1315,15000000,1000,Kandivali East,2,1,1
1316,16500000,1065,Kandivali East,3,0,1
1317,35500000,2400,Kandivali East,3,1,1
